subscription_id,user_id,subscription_start_date,plan_tier,monthly_revenue,billing_cycle,is_active
S005714,U015012,2026-01-12,Family,24.99,Monthly,False
S005715,U015014,2024-02-29,Pro,14.99,Monthly,False
S005716,U015018,2025-10-21,Family,24.99,Monthly,False
S005717,U015021,2025-09-16,Pro,12.99,Annual,False
S005718,U015022,2024-09-29,Pro,12.99,Annual,False
S005719,U015025,2025-06-07,Family,19.99,Monthly,False
S005720,U015026,2025-07-25,Pro,14.99,Monthly,False
S005721,U015028,2024-07-18,Pro,14.99,Monthly,False
S005722,U015030,2024-09-07,Pro,14.99,Monthly,True
S005723,U015032,2025-12-03,Family,24.99,Monthly,True
S005724,U015033,2025-05-28,Pro,14.99,Monthly,True
S005725,U015035,2025-11-05,Pro,12.99,Monthly,False
S005726,U015038,2025-01-21,Pro,19.99,Monthly,False
S005727,U015039,2025-08-09,Pro,12.99,Monthly,False
S005728,U015041,2024-11-28,Pro,14.99,Monthly,False
S005729,U015046,2025-03-15,Pro,19.99,Monthly,True
S005730,U015049,2024-09-23,Pro,14.99,Monthly,False
S005731,U015050,2025-11-24,Pro,14.99,Monthly,True
S005732,U015052,2024-05-28,Pro,14.99,Monthly,True
S005733,U015056,2025-11-25,Pro,12.99,Monthly,True
S005734,U015059,2026-01-19,Pro,14.99,Monthly,True
S005735,U015061,2026-01-28,Pro,14.99,Monthly,True
S005736,U015062,2024-05-20,Pro,19.99,Monthly,False
S005737,U015066,2025-03-10,Pro,14.99,Annual,True
S005738,U015067,2026-01-11,Pro,14.99,Annual,True
S005739,U015071,2024-10-26,Family,19.99,Monthly,True
S005740,U015072,2025-06-17,Pro,14.99,Monthly,False
S005741,U015074,2025-03-17,Pro,12.99,Monthly,True
S005742,U015079,2025-12-20,Family,24.99,Monthly,False
S005743,U015085,2025-03-16,Pro,14.99,Annual,True
S005744,U015086,2024-10-28,Pro,14.99,Monthly,False
S005745,U015087,2024-03-11,Pro,19.99,Annual,False
S005746,U015092,2025-11-13,Pro,12.99,Monthly,False
S005747,U015093,2024-03-26,Pro,12.99,Monthly,False
S005748,U015099,2024-07-12,Family,19.99,Annual,False
S005749,U015100,2025-07-18,Pro,14.99,Monthly,False
S005750,U015106,2025-01-13,Pro,14.99,Monthly,False
S005751,U015107,2024-06-19,Family,24.99,Monthly,True
S005752,U015110,2024-02-18,Pro,14.99,Annual,True
S005753,U015112,2025-02-04,Pro,14.99,Monthly,True
S005754,U015113,2024-04-20,Family,29.99,Monthly,False
S005755,U015115,2024-12-18,Family,19.99,Annual,False
S005756,U015117,2025-08-19,Pro,19.99,Annual,True
S005757,U015122,2024-09-01,Family,29.99,Monthly,False
S005758,U015123,2025-01-12,Pro,14.99,Annual,True
S005759,U015126,2024-07-05,Pro,19.99,Monthly,True
S005760,U015127,2025-07-21,Pro,12.99,Monthly,True
S005761,U015129,2024-09-13,Pro,19.99,Monthly,True
S005762,U015130,2024-11-14,Family,24.99,Annual,True
S005763,U015131,2024-07-21,Pro,14.99,Monthly,True
S005764,U015134,2025-03-16,Family,19.99,Monthly,True
S005765,U015138,2024-02-01,Family,29.99,Monthly,False
S005766,U015139,2024-02-27,Pro,12.99,Monthly,False
S005767,U015141,2025-07-03,Pro,14.99,Annual,False
S005768,U015143,2025-06-28,Pro,14.99,Annual,False
S005769,U015145,2025-05-30,Pro,19.99,Annual,True
S005770,U015146,2024-03-11,Family,19.99,Monthly,False
S005771,U015149,2024-12-03,Pro,14.99,Annual,True
S005772,U015151,2024-09-21,Family,19.99,Monthly,False
S005773,U015153,2025-12-30,Pro,14.99,Monthly,True
S005774,U015155,2024-02-21,Family,24.99,Annual,True
S005775,U015157,2024-05-21,Family,24.99,Annual,False
S005776,U015160,2025-03-16,Family,24.99,Monthly,True
S005777,U015163,2024-04-26,Family,19.99,Monthly,False
S005778,U015166,2025-06-24,Pro,14.99,Annual,False
S005779,U015169,2024-02-16,Pro,19.99,Annual,True
S005780,U015170,2024-02-16,Pro,14.99,Monthly,False
S005781,U015171,2025-08-13,Pro,12.99,Annual,False
S005782,U015172,2025-10-05,Pro,14.99,Annual,True
S005783,U015174,2024-04-23,Pro,14.99,Monthly,False
S005784,U015186,2025-04-29,Family,24.99,Monthly,False
S005785,U015187,2024-08-21,Pro,12.99,Annual,False
S005786,U015189,2024-10-26,Pro,14.99,Monthly,False
S005787,U015192,2025-06-03,Pro,14.99,Monthly,True
S005788,U015200,2024-11-19,Pro,14.99,Monthly,False
S005789,U015202,2024-11-18,Family,29.99,Monthly,False
S005790,U015208,2024-02-14,Pro,19.99,Monthly,False
S005791,U015210,2025-02-24,Family,19.99,Monthly,True
S005792,U015211,2025-02-10,Family,24.99,Monthly,False
S005793,U015223,2025-08-17,Pro,14.99,Monthly,False
S005794,U015228,2024-07-05,Pro,19.99,Monthly,True
S005795,U015230,2024-04-19,Pro,19.99,Monthly,True
S005796,U015232,2025-08-22,Family,24.99,Annual,False
S005797,U015233,2024-07-22,Pro,14.99,Monthly,False
S005798,U015235,2025-06-19,Pro,14.99,Monthly,False
S005799,U015236,2025-09-17,Family,29.99,Annual,False
S005800,U015241,2025-11-01,Pro,19.99,Annual,True
S005801,U015248,2024-10-22,Pro,14.99,Monthly,True
S005802,U015252,2024-06-22,Family,19.99,Monthly,False
S005803,U015253,2024-03-10,Pro,14.99,Monthly,False
S005804,U015255,2026-01-05,Pro,14.99,Annual,True
S005805,U015260,2024-11-01,Family,19.99,Monthly,False
S005806,U015265,2025-08-09,Family,29.99,Monthly,True
S005807,U015266,2025-06-06,Family,29.99,Annual,False
S005808,U015267,2024-11-30,Pro,19.99,Annual,False
S005809,U015268,2025-11-15,Family,29.99,Monthly,False
S005810,U015269,2024-09-16,Pro,14.99,Monthly,True
S005811,U015270,2024-12-19,Family,24.99,Monthly,True
S005812,U015271,2025-04-30,Pro,19.99,Monthly,False
S005813,U015272,2026-01-15,Pro,19.99,Monthly,True
S005814,U015273,2025-05-28,Pro,14.99,Monthly,False
S005815,U015280,2024-04-19,Pro,19.99,Monthly,False
S005816,U015287,2024-07-01,Pro,14.99,Monthly,True
S005817,U015288,2024-08-23,Pro,19.99,Annual,True
S005818,U015289,2025-04-16,Pro,14.99,Monthly,False
S005819,U015290,2024-05-27,Pro,14.99,Monthly,False
S005820,U015292,2025-04-13,Family,29.99,Annual,True
S005821,U015294,2024-07-29,Pro,19.99,Monthly,False
S005822,U015296,2025-07-20,Pro,14.99,Annual,True
S005823,U015297,2025-05-25,Pro,14.99,Monthly,False
S005824,U015300,2025-03-15,Family,24.99,Monthly,False
S005825,U015303,2024-11-11,Pro,12.99,Monthly,False
S005826,U015306,2024-11-23,Family,24.99,Monthly,True
S005827,U015307,2025-12-17,Pro,14.99,Monthly,False
S005828,U015310,2024-12-22,Family,24.99,Monthly,True
S005829,U015311,2025-10-30,Pro,19.99,Monthly,False
S005830,U015312,2025-02-09,Family,19.99,Monthly,False
S005831,U015315,2024-07-10,Pro,14.99,Monthly,True
S005832,U015318,2025-07-11,Family,29.99,Monthly,True
S005833,U015319,2025-12-26,Pro,14.99,Monthly,False
S005834,U015320,2024-08-26,Family,19.99,Annual,True
S005835,U015327,2025-05-02,Pro,19.99,Monthly,False
S005836,U015332,2025-07-03,Pro,14.99,Monthly,True
S005837,U015339,2025-05-12,Pro,14.99,Monthly,False
S005838,U015343,2026-01-14,Pro,14.99,Annual,False
S005839,U015344,2024-08-01,Pro,19.99,Monthly,True
S005840,U015347,2024-04-20,Family,24.99,Monthly,True
S005841,U015349,2025-05-05,Family,29.99,Monthly,True
S005842,U015355,2025-09-25,Pro,12.99,Monthly,True
S005843,U015356,2024-07-05,Pro,14.99,Annual,True
S005844,U015357,2024-04-10,Pro,12.99,Monthly,True
S005845,U015358,2025-01-26,Pro,19.99,Monthly,True
S005846,U015360,2025-08-14,Pro,14.99,Monthly,False
S005847,U015361,2024-09-17,Pro,19.99,Monthly,True
S005848,U015363,2025-11-05,Pro,14.99,Annual,True
S005849,U015367,2024-11-09,Pro,19.99,Annual,True
S005850,U015368,2025-03-29,Family,24.99,Monthly,False
S005851,U015371,2025-01-23,Pro,14.99,Monthly,True
S005852,U015372,2025-10-14,Pro,19.99,Monthly,True
S005853,U015373,2025-03-12,Pro,12.99,Monthly,False
S005854,U015374,2024-10-10,Pro,14.99,Annual,True
S005855,U015376,2025-07-20,Family,24.99,Monthly,False
S005856,U015377,2025-11-11,Pro,12.99,Monthly,False
S005857,U015379,2024-08-03,Pro,12.99,Monthly,True
S005858,U015380,2024-03-27,Pro,19.99,Annual,True
S005859,U015385,2024-10-31,Pro,14.99,Annual,True
S005860,U015387,2024-10-07,Pro,14.99,Monthly,False
S005861,U015389,2024-04-27,Pro,12.99,Monthly,False
S005862,U015390,2024-06-13,Pro,12.99,Monthly,True
S005863,U015391,2025-07-13,Pro,12.99,Monthly,False
S005864,U015394,2025-03-07,Pro,12.99,Monthly,True
S005865,U015398,2025-10-12,Pro,19.99,Monthly,True
S005866,U015400,2025-10-08,Pro,19.99,Monthly,False
S005867,U015402,2025-06-05,Pro,14.99,Monthly,True
S005868,U015403,2024-08-10,Pro,19.99,Monthly,True
S005869,U015404,2024-07-22,Pro,19.99,Monthly,True
S005870,U015406,2024-09-18,Pro,12.99,Annual,True
S005871,U015407,2024-08-19,Family,19.99,Monthly,True
S005872,U015409,2025-10-15,Pro,12.99,Monthly,True
S005873,U015413,2025-06-06,Pro,12.99,Monthly,False
S005874,U015414,2024-01-21,Family,24.99,Monthly,True
S005875,U015415,2024-12-20,Pro,19.99,Monthly,True
S005876,U015416,2024-04-20,Pro,14.99,Annual,True
S005877,U015420,2025-04-10,Pro,19.99,Monthly,True
S005878,U015421,2025-04-18,Pro,19.99,Monthly,True
S005879,U015422,2025-12-08,Pro,12.99,Annual,False
S005880,U015424,2024-12-16,Pro,12.99,Annual,False
S005881,U015425,2024-12-17,Pro,14.99,Monthly,True
S005882,U015426,2025-07-06,Pro,14.99,Annual,True
S005883,U015430,2025-03-08,Pro,14.99,Annual,True
S005884,U015433,2026-01-26,Pro,19.99,Monthly,False
S005885,U015435,2025-01-20,Family,19.99,Monthly,False
S005886,U015436,2024-12-15,Pro,14.99,Annual,False
S005887,U015441,2025-10-01,Pro,14.99,Monthly,True
S005888,U015443,2024-07-22,Family,19.99,Monthly,False
S005889,U015444,2025-11-01,Pro,14.99,Monthly,False
S005890,U015446,2026-01-20,Pro,14.99,Monthly,True
S005891,U015447,2024-06-18,Family,24.99,Monthly,True
S005892,U015451,2025-06-16,Family,24.99,Monthly,False
S005893,U015454,2026-01-02,Pro,14.99,Annual,True
S005894,U015456,2025-09-01,Pro,19.99,Monthly,True
S005895,U015458,2025-11-12,Family,24.99,Annual,True
S005896,U015462,2025-01-19,Family,29.99,Monthly,False
S005897,U015466,2025-04-09,Pro,14.99,Monthly,True
S005898,U015468,2025-10-19,Pro,19.99,Monthly,True
S005899,U015469,2025-08-25,Family,19.99,Annual,False
S005900,U015473,2024-08-06,Pro,14.99,Monthly,False
S005901,U015474,2024-01-25,Pro,14.99,Annual,False
S005902,U015475,2024-07-29,Pro,12.99,Annual,True
S005903,U015476,2025-04-17,Family,29.99,Annual,True
S005904,U015479,2024-08-16,Pro,12.99,Monthly,True
S005905,U015480,2024-01-29,Pro,12.99,Monthly,True
S005906,U015481,2025-09-27,Pro,14.99,Monthly,False
S005907,U015482,2024-11-28,Pro,12.99,Monthly,True
S005908,U015484,2024-05-01,Pro,14.99,Monthly,False
S005909,U015485,2025-02-17,Family,24.99,Monthly,True
S005910,U015486,2024-10-15,Family,24.99,Monthly,True
S005911,U015490,2024-10-20,Pro,14.99,Monthly,True
S005912,U015492,2025-12-02,Family,19.99,Monthly,True
S005913,U015495,2025-05-17,Family,24.99,Monthly,False
S005914,U015497,2024-03-13,Pro,14.99,Monthly,False
S005915,U015498,2025-12-30,Pro,14.99,Annual,False
S005916,U015500,2024-10-23,Pro,19.99,Monthly,False
S005917,U015507,2025-10-14,Pro,14.99,Monthly,False
S005918,U015514,2025-08-20,Pro,14.99,Monthly,True
S005919,U015515,2024-05-18,Family,29.99,Annual,True
S005920,U015516,2024-03-16,Family,24.99,Monthly,False
S005921,U015519,2025-10-23,Family,19.99,Annual,False
S005922,U015522,2026-01-18,Family,19.99,Monthly,False
S005923,U015527,2024-06-03,Family,19.99,Monthly,False
S005924,U015528,2024-03-17,Pro,14.99,Monthly,False
S005925,U015532,2024-03-26,Pro,19.99,Monthly,True
S005926,U015534,2024-05-10,Family,24.99,Monthly,True
S005927,U015536,2024-10-30,Pro,14.99,Monthly,False
S005928,U015539,2025-10-26,Pro,19.99,Annual,True
S005929,U015541,2025-01-04,Family,29.99,Monthly,True
S005930,U015543,2024-12-24,Pro,12.99,Annual,False
S005931,U015544,2026-01-26,Pro,19.99,Monthly,False
S005932,U015549,2024-01-31,Pro,14.99,Monthly,False
S005933,U015550,2025-12-08,Pro,14.99,Monthly,False
S005934,U015553,2025-12-13,Pro,14.99,Monthly,False
S005935,U015554,2025-12-02,Family,24.99,Monthly,True
S005936,U015556,2024-03-17,Pro,14.99,Annual,False
S005937,U015560,2024-10-15,Pro,14.99,Monthly,True
S005938,U015564,2024-03-02,Pro,14.99,Monthly,False
S005939,U015565,2024-11-02,Pro,12.99,Monthly,False
S005940,U015567,2024-08-29,Family,24.99,Monthly,False
S005941,U015570,2025-03-14,Pro,14.99,Monthly,True
S005942,U015575,2024-10-25,Pro,14.99,Monthly,False
S005943,U015576,2025-09-06,Pro,12.99,Monthly,True
S005944,U015577,2025-01-28,Pro,12.99,Monthly,True
S005945,U015578,2024-05-27,Family,19.99,Monthly,True
S005946,U015580,2025-05-17,Pro,19.99,Monthly,False
S005947,U015583,2024-04-22,Pro,12.99,Monthly,False
S005948,U015586,2024-05-04,Pro,14.99,Annual,True
S005949,U015587,2024-05-24,Pro,14.99,Annual,True
S005950,U015592,2024-12-19,Pro,12.99,Monthly,False
S005951,U015593,2025-09-07,Pro,19.99,Monthly,False
S005952,U015595,2024-02-26,Family,24.99,Monthly,True
S005953,U015601,2025-05-13,Family,19.99,Annual,True
S005954,U015603,2024-09-24,Pro,14.99,Monthly,False
S005955,U015607,2024-08-18,Pro,19.99,Monthly,True
S005956,U015608,2024-05-30,Pro,14.99,Monthly,False
S005957,U015618,2024-12-30,Pro,14.99,Annual,False
S005958,U015620,2024-09-15,Pro,14.99,Monthly,False
S005959,U015626,2024-09-30,Family,19.99,Monthly,False
S005960,U015627,2026-01-18,Family,24.99,Monthly,False
S005961,U015630,2024-04-24,Pro,19.99,Monthly,True
S005962,U015636,2025-11-09,Family,29.99,Monthly,False
S005963,U015637,2025-07-09,Pro,12.99,Monthly,False
S005964,U015641,2024-07-28,Pro,19.99,Annual,True
S005965,U015643,2025-09-13,Pro,19.99,Monthly,True
S005966,U015645,2024-07-01,Pro,14.99,Monthly,False
S005967,U015648,2024-08-15,Family,29.99,Monthly,True
S005968,U015653,2026-01-03,Pro,12.99,Annual,False
S005969,U015654,2024-11-19,Family,29.99,Monthly,True
S005970,U015656,2025-01-07,Pro,19.99,Monthly,False
S005971,U015657,2026-01-20,Pro,14.99,Annual,False
S005972,U015664,2024-10-30,Pro,19.99,Monthly,True
S005973,U015667,2024-10-22,Family,29.99,Annual,True
S005974,U015670,2025-07-08,Pro,14.99,Annual,False
S005975,U015672,2025-10-31,Family,19.99,Annual,False
S005976,U015676,2025-05-12,Pro,19.99,Annual,True
S005977,U015677,2025-09-04,Pro,19.99,Annual,True
S005978,U015679,2025-02-22,Family,24.99,Monthly,True
S005979,U015680,2025-08-13,Family,29.99,Monthly,True
S005980,U015681,2025-02-15,Pro,19.99,Monthly,False
S005981,U015682,2025-12-01,Family,24.99,Monthly,True
S005982,U015683,2025-09-16,Pro,19.99,Monthly,True
S005983,U015684,2024-02-27,Pro,12.99,Monthly,False
S005984,U015686,2026-01-05,Pro,14.99,Monthly,True
S005985,U015687,2024-05-15,Pro,14.99,Monthly,True
S005986,U015691,2024-06-19,Pro,14.99,Monthly,False
S005987,U015692,2025-03-16,Pro,12.99,Annual,True
S005988,U015694,2024-12-30,Pro,12.99,Monthly,False
S005989,U015695,2025-01-10,Family,24.99,Monthly,True
S005990,U015697,2024-04-29,Pro,14.99,Monthly,False
S005991,U015698,2024-07-24,Family,24.99,Annual,True
S005992,U015699,2025-02-07,Family,29.99,Annual,False
S005993,U015704,2024-07-26,Pro,14.99,Monthly,False
S005994,U015711,2025-12-27,Family,29.99,Monthly,False
S005995,U015712,2025-05-03,Family,24.99,Monthly,True
S005996,U015714,2025-05-23,Pro,14.99,Monthly,False
S005997,U015718,2025-10-07,Pro,19.99,Monthly,True
S005998,U015719,2024-12-31,Pro,19.99,Monthly,False
S005999,U015722,2025-03-15,Pro,14.99,Monthly,True
S006000,U015724,2024-02-27,Pro,19.99,Monthly,False
S006001,U015726,2025-06-23,Family,24.99,Monthly,False
S006002,U015727,2024-05-25,Family,19.99,Monthly,False
S006003,U015730,2024-11-12,Pro,12.99,Monthly,False
S006004,U015734,2024-03-03,Pro,12.99,Annual,False
S006005,U015736,2025-06-17,Pro,12.99,Monthly,True
S006006,U015737,2024-07-17,Pro,14.99,Monthly,True
S006007,U015738,2024-11-16,Pro,14.99,Monthly,False
S006008,U015741,2025-07-12,Pro,14.99,Monthly,True
S006009,U015744,2024-06-09,Family,29.99,Monthly,True
S006010,U015750,2024-12-15,Pro,14.99,Annual,True
S006011,U015751,2024-06-11,Family,24.99,Monthly,False
S006012,U015753,2025-05-07,Pro,12.99,Annual,False
S006013,U015754,2025-03-05,Pro,12.99,Annual,True
S006014,U015755,2024-07-03,Family,24.99,Annual,True
S006015,U015756,2025-05-04,Pro,14.99,Monthly,False
S006016,U015762,2024-11-30,Pro,19.99,Annual,False
S006017,U015765,2024-07-18,Pro,19.99,Annual,True
S006018,U015768,2025-04-20,Pro,14.99,Monthly,True
S006019,U015772,2026-01-01,Pro,14.99,Annual,True
S006020,U015775,2024-01-26,Family,19.99,Annual,False
S006021,U015789,2025-05-11,Pro,12.99,Monthly,True
S006022,U015790,2026-02-04,Family,24.99,Monthly,False
S006023,U015791,2024-09-22,Family,24.99,Monthly,False
S006024,U015792,2024-05-02,Pro,14.99,Monthly,True
S006025,U015793,2025-03-03,Family,24.99,Monthly,True
S006026,U015794,2024-05-31,Family,24.99,Monthly,True
S006027,U015803,2025-03-14,Pro,12.99,Annual,True
S006028,U015805,2024-04-01,Pro,14.99,Monthly,True
S006029,U015812,2025-10-21,Family,29.99,Monthly,False
S006030,U015814,2024-09-14,Family,19.99,Annual,True
S006031,U015816,2025-01-21,Pro,19.99,Monthly,True
S006032,U015817,2025-01-14,Pro,19.99,Monthly,False
S006033,U015819,2024-02-08,Pro,14.99,Annual,False
S006034,U015824,2025-11-14,Family,24.99,Monthly,False
S006035,U015826,2024-06-20,Pro,19.99,Annual,False
S006036,U015827,2025-06-01,Pro,14.99,Annual,True
S006037,U015829,2024-02-26,Pro,14.99,Monthly,False
S006038,U015830,2024-09-06,Pro,14.99,Annual,False
S006039,U015831,2024-11-19,Pro,14.99,Monthly,False
S006040,U015832,2025-04-25,Pro,19.99,Monthly,True
S006041,U015838,2025-03-26,Pro,14.99,Annual,True
S006042,U015839,2024-07-05,Pro,12.99,Annual,False
S006043,U015841,2024-12-19,Pro,12.99,Annual,False
S006044,U015843,2025-12-31,Pro,19.99,Annual,True
S006045,U015846,2024-10-26,Pro,14.99,Annual,True
S006046,U015847,2025-03-15,Pro,14.99,Annual,True
S006047,U015851,2025-12-21,Pro,14.99,Annual,False
S006048,U015852,2025-07-11,Pro,19.99,Annual,False
S006049,U015854,2025-05-09,Family,29.99,Annual,False
S006050,U015855,2024-04-13,Family,19.99,Monthly,False
S006051,U015857,2026-01-02,Family,24.99,Annual,True
S006052,U015863,2024-12-30,Pro,14.99,Monthly,False
S006053,U015864,2024-06-10,Family,24.99,Monthly,False
S006054,U015866,2025-06-19,Pro,19.99,Monthly,True
S006055,U015867,2025-02-27,Pro,12.99,Monthly,False
S006056,U015873,2025-12-05,Pro,14.99,Monthly,False
S006057,U015876,2024-03-12,Family,29.99,Monthly,True
S006058,U015878,2025-04-01,Pro,14.99,Monthly,True
S006059,U015882,2025-09-30,Pro,19.99,Monthly,False
S006060,U015883,2025-05-14,Family,24.99,Annual,False
S006061,U015885,2025-01-27,Family,19.99,Monthly,False
S006062,U015890,2025-01-27,Pro,19.99,Monthly,True
S006063,U015894,2025-07-16,Pro,14.99,Monthly,True
S006064,U015896,2025-12-19,Pro,12.99,Monthly,False
S006065,U015902,2025-09-12,Pro,12.99,Monthly,False
S006066,U015903,2024-10-14,Pro,14.99,Monthly,True
S006067,U015904,2024-08-20,Pro,14.99,Annual,True
S006068,U015906,2025-10-05,Pro,12.99,Monthly,True
S006069,U015910,2025-05-04,Pro,14.99,Monthly,True
S006070,U015915,2025-05-19,Pro,19.99,Monthly,True
S006071,U015916,2025-02-08,Pro,14.99,Monthly,False
S006072,U015925,2024-11-17,Pro,14.99,Annual,False
S006073,U015928,2024-11-07,Pro,14.99,Monthly,False
S006074,U015930,2024-11-27,Pro,19.99,Monthly,True
S006075,U015931,2025-02-02,Pro,12.99,Annual,True
S006076,U015932,2025-04-08,Pro,12.99,Monthly,True
S006077,U015935,2025-01-02,Pro,12.99,Monthly,False
S006078,U015936,2024-11-21,Pro,14.99,Monthly,True
S006079,U015937,2025-11-02,Pro,14.99,Monthly,False
S006080,U015941,2025-01-12,Pro,14.99,Monthly,False
S006081,U015944,2025-02-27,Pro,14.99,Monthly,True
S006082,U015955,2024-10-28,Pro,14.99,Monthly,False
S006083,U015956,2025-01-16,Family,24.99,Monthly,False
S006084,U015959,2025-10-31,Pro,12.99,Annual,True
S006085,U015960,2024-10-16,Pro,14.99,Monthly,True
S006086,U015970,2025-10-18,Pro,14.99,Annual,False
S006087,U015971,2025-11-11,Pro,12.99,Monthly,False
S006088,U015974,2025-07-08,Family,29.99,Monthly,False
S006089,U015976,2025-01-01,Pro,12.99,Annual,True
S006090,U015978,2024-12-15,Family,29.99,Monthly,True
S006091,U015981,2024-02-27,Pro,14.99,Monthly,False
S006092,U015983,2024-10-28,Pro,14.99,Monthly,False
S006093,U015984,2025-11-14,Pro,19.99,Monthly,False
S006094,U015987,2024-05-14,Pro,14.99,Annual,True
S006095,U015990,2024-10-20,Family,24.99,Annual,True
S006096,U015991,2024-11-24,Pro,14.99,Monthly,True
S006097,U015993,2025-07-12,Pro,14.99,Annual,False
S006098,U015995,2024-09-28,Pro,14.99,Monthly,True
S006099,U016001,2024-09-12,Pro,19.99,Monthly,True
S006100,U016002,2025-04-10,Pro,14.99,Annual,False
S006101,U016003,2024-10-30,Pro,12.99,Monthly,False
S006102,U016005,2024-08-02,Pro,12.99,Monthly,True
S006103,U016008,2025-12-02,Family,24.99,Monthly,False
S006104,U016012,2024-07-19,Pro,14.99,Annual,True
S006105,U016014,2024-11-04,Pro,12.99,Annual,False
S006106,U016016,2024-01-20,Family,19.99,Monthly,True
S006107,U016021,2025-12-09,Family,19.99,Monthly,True
S006108,U016022,2024-05-29,Family,29.99,Monthly,True
S006109,U016023,2024-11-03,Pro,14.99,Monthly,True
S006110,U016026,2025-09-17,Family,29.99,Monthly,False
S006111,U016027,2025-11-12,Pro,12.99,Monthly,True
S006112,U016030,2024-09-08,Pro,19.99,Monthly,False
S006113,U016032,2024-02-03,Pro,12.99,Annual,True
S006114,U016035,2024-08-31,Family,24.99,Monthly,False
S006115,U016036,2024-04-13,Pro,14.99,Annual,False
S006116,U016037,2025-10-21,Pro,19.99,Monthly,True
S006117,U016039,2026-01-18,Pro,12.99,Annual,False
S006118,U016040,2025-10-11,Pro,19.99,Monthly,False
S006119,U016043,2025-04-01,Family,29.99,Monthly,True
S006120,U016046,2024-12-15,Pro,14.99,Monthly,False
S006121,U016047,2025-08-08,Pro,19.99,Monthly,False
S006122,U016049,2025-05-14,Pro,14.99,Monthly,True
S006123,U016052,2025-01-11,Pro,14.99,Monthly,False
S006124,U016053,2025-01-15,Pro,12.99,Monthly,True
S006125,U016054,2024-12-13,Pro,12.99,Monthly,True
S006126,U016057,2024-06-20,Family,24.99,Monthly,False
S006127,U016058,2025-05-15,Pro,12.99,Monthly,True
S006128,U016059,2025-06-25,Family,24.99,Monthly,False
S006129,U016061,2025-07-09,Pro,19.99,Annual,False
S006130,U016063,2024-07-06,Pro,19.99,Monthly,False
S006131,U016069,2025-12-06,Pro,19.99,Monthly,False
S006132,U016070,2025-08-27,Family,29.99,Monthly,False
S006133,U016071,2024-04-02,Pro,12.99,Annual,False
S006134,U016075,2025-01-10,Pro,14.99,Monthly,False
S006135,U016076,2024-04-29,Pro,12.99,Monthly,False
S006136,U016079,2025-02-24,Pro,14.99,Monthly,True
S006137,U016081,2024-11-30,Pro,19.99,Annual,False
S006138,U016082,2024-12-04,Family,29.99,Monthly,True
S006139,U016083,2025-04-22,Family,24.99,Annual,False
S006140,U016085,2025-05-03,Pro,14.99,Annual,True
S006141,U016087,2024-07-04,Family,24.99,Annual,False
S006142,U016090,2024-07-08,Family,24.99,Monthly,True
S006143,U016094,2025-04-17,Family,19.99,Monthly,False
S006144,U016099,2025-06-16,Family,29.99,Monthly,False
S006145,U016107,2024-04-25,Pro,14.99,Monthly,True
S006146,U016110,2024-08-30,Family,29.99,Monthly,True
S006147,U016111,2024-05-07,Family,29.99,Monthly,False
S006148,U016114,2024-08-02,Pro,12.99,Monthly,True
S006149,U016119,2025-01-04,Family,24.99,Monthly,False
S006150,U016122,2025-10-05,Pro,12.99,Monthly,True
S006151,U016123,2024-11-19,Pro,19.99,Monthly,True
S006152,U016125,2025-01-27,Family,24.99,Monthly,True
S006153,U016127,2024-05-11,Family,29.99,Monthly,False
S006154,U016128,2025-11-28,Pro,12.99,Monthly,False
S006155,U016130,2025-10-25,Family,24.99,Monthly,False
S006156,U016132,2024-12-11,Pro,19.99,Annual,False
S006157,U016133,2025-06-09,Pro,19.99,Monthly,True
S006158,U016134,2025-07-15,Pro,12.99,Monthly,False
S006159,U016135,2025-07-23,Pro,12.99,Monthly,False
S006160,U016136,2025-02-19,Family,19.99,Monthly,True
S006161,U016141,2024-11-08,Pro,19.99,Annual,False
S006162,U016143,2024-06-25,Pro,12.99,Monthly,True
S006163,U016149,2025-01-02,Family,29.99,Monthly,False
S006164,U016150,2025-05-06,Pro,12.99,Monthly,False
S006165,U016152,2024-07-31,Family,24.99,Monthly,True
S006166,U016154,2024-04-27,Pro,12.99,Monthly,True
S006167,U016158,2025-03-21,Family,19.99,Monthly,True
S006168,U016160,2025-03-27,Pro,19.99,Annual,False
S006169,U016161,2024-08-06,Family,24.99,Annual,False
S006170,U016163,2024-03-04,Family,29.99,Annual,False
S006171,U016164,2025-11-02,Family,29.99,Annual,False
S006172,U016169,2025-06-29,Pro,19.99,Monthly,False
S006173,U016170,2024-04-06,Pro,12.99,Annual,True
S006174,U016174,2024-02-12,Pro,14.99,Monthly,False
S006175,U016175,2024-12-31,Pro,19.99,Monthly,False
S006176,U016179,2025-09-12,Pro,14.99,Monthly,True
S006177,U016181,2025-05-25,Pro,19.99,Monthly,True
S006178,U016184,2025-01-27,Pro,14.99,Annual,False
S006179,U016187,2025-11-12,Pro,14.99,Monthly,False
S006180,U016188,2025-02-19,Pro,12.99,Monthly,False
S006181,U016193,2025-05-18,Pro,14.99,Monthly,True
S006182,U016194,2025-02-02,Pro,19.99,Monthly,False
S006183,U016195,2024-10-12,Family,19.99,Monthly,True
S006184,U016196,2024-07-16,Family,19.99,Monthly,False
S006185,U016197,2025-05-30,Family,29.99,Monthly,False
S006186,U016198,2026-01-18,Pro,14.99,Monthly,True
S006187,U016199,2024-09-01,Family,29.99,Monthly,False
