user_id,signup_date,country,device_type,acquisition_channel,plan_interest
U014484,2025-12-23,United Kingdom,Mobile,Facebook Ads,Pro
U014485,2024-12-31,United States,Mobile,Referral,Free
U014486,2024-08-13,France,Desktop,Email Campaign,Pro
U014487,2025-03-30,Germany,Mobile,Organic Search,Free
U014488,2025-12-31,Germany,Desktop,Email Campaign,Free
U014489,2024-11-05,United States,Mobile,Email Campaign,Free
U014490,2025-01-10,France,Desktop,Email Campaign,Free
U014491,2025-07-18,Canada,Desktop,Email Campaign,Pro
U014492,2024-10-26,Canada,Mobile,Referral,Free
U014493,2025-10-31,Netherlands,Desktop,Organic Search,Pro
U014494,2024-09-07,Germany,Desktop,Email Campaign,Family
U014495,2025-06-23,Canada,Mobile,Organic Search,Pro
U014496,2024-09-30,France,Desktop,Email Campaign,Free
U014497,2024-11-22,United Kingdom,Desktop,Email Campaign,Free
U014498,2025-12-15,Germany,Tablet,Paid Search,Free
U014499,2025-07-08,United States,Desktop,Referral,Pro
U014500,2025-05-30,United States,Mobile,Email Campaign,Pro
U014501,2024-04-16,France,Tablet,Email Campaign,Free
U014502,2024-02-25,United Kingdom,Tablet,Email Campaign,Free
U014503,2024-12-20,Australia,Desktop,Facebook Ads,Free
U014504,2025-02-24,United Kingdom,Mobile,Direct,Free
U014505,2025-12-23,Germany,Mobile,Organic Search,Family
U014506,2025-09-28,Spain,Mobile,Referral,Family
U014507,2025-05-12,United States,Desktop,Email Campaign,Pro
U014508,2024-10-13,United Kingdom,Mobile,Direct,Free
U014509,2024-03-21,France,Tablet,Email Campaign,Family
U014510,2024-07-27,France,Desktop,Direct,Pro
U014511,2024-05-20,United Kingdom,Mobile,Email Campaign,Family
U014512,2025-06-17,United States,Mobile,Referral,Free
U014513,2024-08-24,United Kingdom,Desktop,Facebook Ads,Free
U014514,2024-11-08,Australia,Desktop,Email Campaign,Family
U014515,2025-07-20,Germany,Desktop,Direct,Free
U014516,2024-08-03,United States,Mobile,Facebook Ads,Pro
U014517,2024-05-05,France,Mobile,Organic Search,Free
U014518,2025-01-16,France,Tablet,Email Campaign,Pro
U014519,2024-05-25,France,Mobile,Paid Search,Free
U014520,2024-02-06,Germany,Desktop,Email Campaign,Pro
U014521,2024-08-28,United States,Tablet,Paid Search,Free
U014522,2025-12-16,Australia,Desktop,Email Campaign,Free
U014523,2025-03-26,Canada,Mobile,Direct,Pro
U014524,2025-10-27,Australia,Desktop,Direct,Pro
U014525,2025-04-09,United Kingdom,Tablet,Organic Search,Free
U014526,2024-04-26,Spain,Desktop,Paid Search,Free
U014527,2024-01-22,Canada,Mobile,Facebook Ads,Pro
U014528,2025-05-25,France,Mobile,Referral,Free
U014529,2024-02-04,France,Desktop,Referral,Free
U014530,2024-10-03,United Kingdom,Mobile,Referral,Free
U014531,2024-10-11,United States,Desktop,Referral,Free
U014532,2025-08-25,United States,Desktop,Organic Search,Free
U014533,2025-01-28,Canada,Mobile,Email Campaign,Free
U014534,2024-11-03,United Kingdom,Desktop,Email Campaign,Free
U014535,2024-03-27,France,Desktop,Referral,Pro
U014536,2024-03-02,Germany,Desktop,Referral,Pro
U014537,2024-10-12,United States,Mobile,Email Campaign,Free
U014538,2025-09-16,United States,Mobile,Organic Search,Free
U014539,2025-01-28,United States,Desktop,Email Campaign,Pro
U014540,2025-05-22,United Kingdom,Tablet,Email Campaign,Free
U014541,2024-01-20,United States,Mobile,Referral,Free
U014542,2025-01-26,United Kingdom,Desktop,Email Campaign,Free
U014543,2025-01-28,Germany,Desktop,Email Campaign,Free
U014544,2025-03-30,France,Desktop,Paid Search,Free
U014545,2024-02-15,Spain,Desktop,Email Campaign,Free
U014546,2024-08-17,Australia,Desktop,Organic Search,Free
U014547,2024-07-29,United Kingdom,Tablet,Organic Search,Pro
U014548,2025-01-23,Germany,Mobile,Email Campaign,Family
U014549,2024-07-07,United States,Mobile,Organic Search,Free
U014550,2025-11-06,Spain,Desktop,Direct,Family
U014551,2025-03-17,Canada,Desktop,Direct,Free
U014552,2025-06-29,Germany,Mobile,Email Campaign,Family
U014553,2024-02-23,United Kingdom,Tablet,Email Campaign,Free
U014554,2025-11-07,United Kingdom,Mobile,Facebook Ads,Free
U014555,2024-11-08,France,Desktop,Email Campaign,Pro
U014556,2024-02-02,Germany,Desktop,Direct,Free
U014557,2025-07-08,Canada,Desktop,Email Campaign,Free
U014558,2024-12-22,United States,Desktop,Email Campaign,Free
U014559,2024-01-27,Australia,Tablet,Direct,Pro
U014560,2025-09-15,United States,Tablet,Referral,Free
U014561,2024-12-10,Canada,Desktop,Direct,Pro
U014562,2024-09-25,United States,Desktop,Direct,Free
U014563,2025-08-28,United Kingdom,Tablet,Facebook Ads,Free
U014564,2024-08-09,United States,Desktop,Referral,Free
U014565,2024-01-29,Netherlands,Desktop,Paid Search,Free
U014566,2024-12-15,United Kingdom,Desktop,Email Campaign,Free
U014567,2025-09-28,United States,Mobile,Email Campaign,Pro
U014568,2025-03-20,France,Mobile,Email Campaign,Pro
U014569,2025-03-13,France,Mobile,Paid Search,Free
U014570,2024-02-28,Australia,Tablet,Email Campaign,Free
U014571,2024-04-21,United States,Desktop,Email Campaign,Free
U014572,2025-07-20,Netherlands,Mobile,Email Campaign,Family
U014573,2025-02-01,Canada,Mobile,Paid Search,Family
U014574,2025-11-25,United States,Desktop,Email Campaign,Free
U014575,2024-10-21,France,Desktop,Email Campaign,Family
U014576,2025-07-01,Netherlands,Desktop,Organic Search,Family
U014577,2025-04-19,France,Desktop,Email Campaign,Free
U014578,2025-03-10,United States,Mobile,Referral,Free
U014579,2025-08-09,Spain,Tablet,Email Campaign,Free
U014580,2025-08-04,Spain,Mobile,Email Campaign,Free
U014581,2025-06-15,United States,Mobile,Organic Search,Free
U014582,2024-09-23,United States,Desktop,Referral,Family
U014583,2024-06-15,Spain,Desktop,Email Campaign,Free
U014584,2025-01-25,United States,Mobile,Paid Search,Free
U014585,2025-04-23,Netherlands,Mobile,Referral,Free
U014586,2024-08-31,United Kingdom,Tablet,Facebook Ads,Free
U014587,2024-05-15,Germany,Desktop,Email Campaign,Free
U014588,2024-01-16,Spain,Mobile,Email Campaign,Pro
U014589,2024-10-14,Spain,Desktop,Email Campaign,Family
U014590,2025-11-29,Germany,Mobile,Referral,Free
U014591,2024-10-07,United States,Desktop,Email Campaign,Free
U014592,2024-03-28,Canada,Mobile,Facebook Ads,Free
U014593,2024-09-12,France,Tablet,Email Campaign,Pro
U014594,2025-07-09,Netherlands,Mobile,Paid Search,Free
U014595,2024-10-29,France,Desktop,Email Campaign,Free
U014596,2024-12-11,United States,Mobile,Email Campaign,Free
U014597,2025-08-07,Australia,Desktop,Email Campaign,Family
U014598,2025-02-08,United States,Tablet,Email Campaign,Free
U014599,2024-02-09,Spain,Tablet,Email Campaign,Pro
U014600,2025-09-22,United States,Desktop,Direct,Free
U014601,2024-10-07,Australia,Mobile,Facebook Ads,Free
U014602,2025-01-05,United States,Desktop,Direct,Free
U014603,2024-10-02,Canada,Mobile,Email Campaign,Free
U014604,2025-11-06,France,Mobile,Email Campaign,Pro
U014605,2024-09-13,France,Mobile,Paid Search,Pro
U014606,2025-10-30,Australia,Desktop,Email Campaign,Free
U014607,2025-09-14,Canada,Desktop,Organic Search,Free
U014608,2024-01-13,United States,Mobile,Organic Search,Pro
U014609,2024-05-07,Canada,Desktop,Organic Search,Family
U014610,2024-11-10,Spain,Desktop,Facebook Ads,Family
U014611,2025-08-05,United States,Mobile,Paid Search,Free
U014612,2025-11-07,Canada,Desktop,Facebook Ads,Free
U014613,2024-11-24,France,Desktop,Referral,Free
U014614,2024-09-27,United States,Desktop,Email Campaign,Free
U014615,2024-07-02,France,Desktop,Organic Search,Free
U014616,2025-03-30,Germany,Desktop,Email Campaign,Family
U014617,2025-04-18,United States,Mobile,Organic Search,Free
U014618,2024-01-18,United States,Mobile,Organic Search,Pro
U014619,2025-03-26,United States,Mobile,Email Campaign,Free
U014620,2024-01-10,France,Desktop,Paid Search,Pro
U014621,2025-04-22,United Kingdom,Mobile,Paid Search,Free
U014622,2024-02-07,United States,Mobile,Referral,Free
U014623,2025-01-02,Germany,Desktop,Email Campaign,Free
U014624,2025-05-06,Spain,Mobile,Organic Search,Free
U014625,2025-10-15,United States,Desktop,Organic Search,Free
U014626,2025-07-23,Germany,Desktop,Paid Search,Free
U014627,2024-08-11,United Kingdom,Mobile,Email Campaign,Free
U014628,2025-02-22,Netherlands,Desktop,Direct,Free
U014629,2024-02-29,United States,Mobile,Email Campaign,Pro
U014630,2025-08-16,United States,Desktop,Referral,Pro
U014631,2024-03-22,United States,Mobile,Direct,Pro
U014632,2024-10-10,France,Mobile,Paid Search,Pro
U014633,2025-09-16,Canada,Tablet,Organic Search,Pro
U014634,2025-07-18,Australia,Mobile,Paid Search,Pro
U014635,2024-11-17,United Kingdom,Desktop,Referral,Free
U014636,2024-03-06,United States,Mobile,Email Campaign,Family
U014637,2025-03-27,Spain,Tablet,Referral,Free
U014638,2024-07-03,France,Mobile,Direct,Free
U014639,2024-09-21,United Kingdom,Desktop,Organic Search,Pro
U014640,2024-10-09,Germany,Mobile,Paid Search,Free
U014641,2024-09-22,Australia,Desktop,Facebook Ads,Free
U014642,2025-05-21,United Kingdom,Mobile,Referral,Pro
U014643,2024-05-10,Germany,Desktop,Email Campaign,Free
U014644,2024-08-20,France,Desktop,Email Campaign,Family
U014645,2025-10-07,United Kingdom,Desktop,Email Campaign,Free
U014646,2024-06-27,Spain,Tablet,Direct,Pro
U014647,2024-05-30,United States,Tablet,Paid Search,Free
U014648,2025-09-24,Canada,Mobile,Email Campaign,Pro
U014649,2025-11-02,Spain,Desktop,Email Campaign,Free
U014650,2024-02-20,United States,Mobile,Email Campaign,Pro
U014651,2024-08-26,United Kingdom,Mobile,Email Campaign,Free
U014652,2024-04-27,United States,Desktop,Referral,Free
U014653,2025-11-01,Germany,Mobile,Direct,Family
U014654,2024-02-09,Germany,Desktop,Referral,Family
U014655,2024-07-07,United States,Desktop,Email Campaign,Free
U014656,2025-12-01,Netherlands,Desktop,Email Campaign,Free
U014657,2025-06-02,United States,Desktop,Facebook Ads,Pro
U014658,2025-03-26,France,Mobile,Referral,Pro
U014659,2025-08-16,United States,Desktop,Paid Search,Pro
U014660,2024-11-20,France,Desktop,Email Campaign,Free
U014661,2024-02-12,France,Tablet,Direct,Pro
U014662,2025-07-20,Germany,Desktop,Email Campaign,Family
U014663,2024-08-21,Germany,Mobile,Referral,Family
U014664,2024-03-03,Canada,Desktop,Email Campaign,Free
U014665,2024-09-22,United States,Desktop,Organic Search,Pro
U014666,2024-09-20,United States,Tablet,Email Campaign,Free
U014667,2024-01-17,Spain,Mobile,Email Campaign,Pro
U014668,2025-11-25,Spain,Tablet,Paid Search,Free
U014669,2024-12-27,Canada,Desktop,Email Campaign,Pro
U014670,2025-07-07,Germany,Desktop,Organic Search,Free
U014671,2024-02-15,Germany,Tablet,Direct,Free
U014672,2025-09-06,United Kingdom,Desktop,Email Campaign,Free
U014673,2024-08-28,United Kingdom,Mobile,Direct,Free
U014674,2024-12-24,Australia,Mobile,Facebook Ads,Pro
U014675,2024-04-21,United States,Mobile,Email Campaign,Family
U014676,2024-03-20,United Kingdom,Desktop,Direct,Family
U014677,2025-06-03,Spain,Mobile,Facebook Ads,Free
U014678,2025-03-30,Canada,Desktop,Paid Search,Free
U014679,2024-04-25,United Kingdom,Mobile,Organic Search,Free
U014680,2025-06-07,Canada,Desktop,Email Campaign,Pro
U014681,2024-03-20,United Kingdom,Desktop,Email Campaign,Free
U014682,2024-08-30,Australia,Desktop,Organic Search,Free
U014683,2024-07-27,France,Mobile,Paid Search,Free
U014684,2024-11-29,United States,Mobile,Organic Search,Free
U014685,2025-08-07,Germany,Desktop,Email Campaign,Free
U014686,2025-01-15,France,Mobile,Email Campaign,Free
U014687,2025-11-28,Australia,Tablet,Email Campaign,Family
U014688,2025-03-01,Australia,Desktop,Email Campaign,Free
U014689,2024-03-14,United States,Tablet,Paid Search,Free
U014690,2025-10-19,Australia,Desktop,Paid Search,Free
U014691,2025-03-12,Netherlands,Mobile,Email Campaign,Free
U014692,2024-10-16,United Kingdom,Mobile,Email Campaign,Free
U014693,2024-05-26,United Kingdom,Desktop,Email Campaign,Family
U014694,2024-01-26,United States,Desktop,Referral,Family
U014695,2024-11-30,Australia,Mobile,Organic Search,Free
U014696,2025-09-13,Germany,Tablet,Organic Search,Pro
U014697,2025-01-03,United States,Mobile,Email Campaign,Pro
U014698,2024-12-09,Netherlands,Mobile,Facebook Ads,Free
U014699,2025-02-21,Canada,Desktop,Direct,Family
U014700,2025-10-29,Canada,Mobile,Organic Search,Family
U014701,2025-01-18,Canada,Mobile,Facebook Ads,Free
U014702,2025-04-26,Netherlands,Mobile,Facebook Ads,Free
U014703,2024-10-28,Spain,Mobile,Direct,Free
U014704,2025-09-28,Spain,Desktop,Organic Search,Free
U014705,2024-02-01,United States,Mobile,Email Campaign,Pro
U014706,2024-06-13,Canada,Desktop,Paid Search,Free
U014707,2025-01-12,Netherlands,Mobile,Paid Search,Free
U014708,2024-02-15,Canada,Mobile,Direct,Family
U014709,2024-10-24,Canada,Desktop,Direct,Free
U014710,2024-06-02,Canada,Desktop,Referral,Pro
U014711,2025-08-28,Australia,Tablet,Direct,Free
U014712,2024-01-27,Canada,Mobile,Email Campaign,Family
U014713,2024-04-18,Canada,Desktop,Facebook Ads,Free
U014714,2025-09-15,Spain,Desktop,Facebook Ads,Free
U014715,2024-08-04,Australia,Desktop,Organic Search,Free
U014716,2024-11-16,United States,Tablet,Email Campaign,Free
U014717,2025-06-07,Spain,Mobile,Organic Search,Free
U014718,2025-06-04,Spain,Tablet,Email Campaign,Free
U014719,2025-08-18,Canada,Mobile,Email Campaign,Free
U014720,2025-12-30,United States,Desktop,Email Campaign,Free
U014721,2024-12-18,France,Desktop,Referral,Free
U014722,2024-08-08,United States,Desktop,Organic Search,Free
U014723,2025-01-22,United States,Mobile,Organic Search,Free
U014724,2025-08-19,Spain,Desktop,Email Campaign,Free
U014725,2024-02-03,Australia,Desktop,Organic Search,Free
U014726,2025-11-03,United Kingdom,Mobile,Referral,Free
U014727,2024-06-02,Canada,Desktop,Direct,Free
U014728,2025-01-25,Spain,Desktop,Direct,Free
U014729,2025-10-26,Australia,Mobile,Organic Search,Free
U014730,2024-03-21,Netherlands,Mobile,Facebook Ads,Free
U014731,2024-03-20,United Kingdom,Desktop,Email Campaign,Free
U014732,2024-08-17,United Kingdom,Mobile,Facebook Ads,Free
U014733,2025-08-01,Netherlands,Mobile,Email Campaign,Pro
U014734,2025-05-30,United Kingdom,Desktop,Email Campaign,Free
U014735,2025-08-11,Netherlands,Desktop,Email Campaign,Free
U014736,2025-10-07,Canada,Mobile,Organic Search,Free
U014737,2025-07-15,Canada,Desktop,Direct,Free
U014738,2025-03-04,France,Desktop,Email Campaign,Free
U014739,2025-07-05,United Kingdom,Desktop,Direct,Family
U014740,2024-05-04,United States,Desktop,Referral,Pro
U014741,2025-06-24,Australia,Desktop,Email Campaign,Free
U014742,2024-02-22,United States,Desktop,Email Campaign,Pro
U014743,2025-09-13,United Kingdom,Tablet,Organic Search,Free
U014744,2025-04-28,Spain,Tablet,Referral,Pro
U014745,2025-11-06,Canada,Desktop,Paid Search,Free
U014746,2025-06-21,Netherlands,Mobile,Organic Search,Free
U014747,2025-06-16,Germany,Mobile,Email Campaign,Free
U014748,2025-03-27,Germany,Desktop,Email Campaign,Pro
U014749,2024-11-20,Spain,Desktop,Direct,Pro
U014750,2024-10-02,Spain,Tablet,Paid Search,Free
U014751,2024-07-18,Germany,Mobile,Paid Search,Free
U014752,2025-08-12,Spain,Mobile,Organic Search,Family
U014753,2024-10-27,France,Mobile,Email Campaign,Free
U014754,2024-09-06,France,Mobile,Referral,Pro
U014755,2024-12-02,Canada,Desktop,Paid Search,Free
U014756,2024-09-05,Germany,Desktop,Paid Search,Pro
U014757,2025-01-05,France,Desktop,Email Campaign,Pro
U014758,2024-08-24,United Kingdom,Mobile,Direct,Pro
U014759,2025-04-11,United Kingdom,Desktop,Paid Search,Free
U014760,2024-11-18,Germany,Desktop,Organic Search,Pro
U014761,2024-04-28,Spain,Desktop,Email Campaign,Family
U014762,2025-12-10,United States,Mobile,Email Campaign,Free
U014763,2024-09-03,United States,Desktop,Paid Search,Family
U014764,2025-03-31,Netherlands,Desktop,Email Campaign,Free
U014765,2025-02-23,United Kingdom,Desktop,Paid Search,Free
U014766,2025-01-05,Netherlands,Desktop,Email Campaign,Free
U014767,2024-03-22,France,Tablet,Organic Search,Pro
U014768,2024-12-26,Germany,Desktop,Organic Search,Pro
U014769,2025-07-27,United Kingdom,Desktop,Email Campaign,Family
U014770,2025-06-01,United Kingdom,Mobile,Email Campaign,Free
U014771,2024-03-19,Germany,Desktop,Email Campaign,Free
U014772,2025-01-05,United Kingdom,Mobile,Email Campaign,Free
U014773,2025-10-31,Spain,Tablet,Email Campaign,Pro
U014774,2025-05-10,Australia,Tablet,Email Campaign,Family
U014775,2025-09-11,Canada,Mobile,Direct,Free
U014776,2024-08-23,United States,Mobile,Direct,Pro
U014777,2025-04-04,Australia,Desktop,Organic Search,Pro
U014778,2025-03-04,United States,Mobile,Direct,Pro
U014779,2024-08-23,United Kingdom,Desktop,Paid Search,Pro
U014780,2025-08-06,Germany,Mobile,Facebook Ads,Pro
U014781,2024-05-08,Australia,Desktop,Email Campaign,Free
U014782,2025-07-04,Netherlands,Desktop,Email Campaign,Free
U014783,2024-09-07,Canada,Desktop,Email Campaign,Free
U014784,2025-02-21,United Kingdom,Mobile,Email Campaign,Free
U014785,2025-11-21,United States,Tablet,Direct,Free
U014786,2025-08-21,France,Mobile,Email Campaign,Pro
U014787,2025-11-12,Canada,Mobile,Email Campaign,Free
U014788,2024-05-21,Netherlands,Tablet,Facebook Ads,Free
U014789,2025-09-12,Netherlands,Mobile,Email Campaign,Free
U014790,2024-09-23,France,Desktop,Email Campaign,Free
U014791,2024-10-20,Australia,Desktop,Paid Search,Free
U014792,2024-12-15,Spain,Desktop,Facebook Ads,Free
U014793,2024-11-17,Australia,Tablet,Facebook Ads,Pro
U014794,2024-04-30,Spain,Mobile,Organic Search,Free
U014795,2024-03-24,Netherlands,Desktop,Facebook Ads,Free
U014796,2025-02-22,Canada,Tablet,Paid Search,Pro
U014797,2025-03-07,United Kingdom,Mobile,Direct,Free
U014798,2025-06-01,Canada,Mobile,Paid Search,Free
U014799,2024-05-31,Australia,Desktop,Email Campaign,Free
U014800,2025-08-12,United States,Mobile,Email Campaign,Free
U014801,2025-05-21,United States,Tablet,Direct,Pro
U014802,2025-10-09,Germany,Desktop,Facebook Ads,Free
U014803,2024-07-21,United States,Mobile,Direct,Pro
U014804,2024-07-03,Australia,Tablet,Email Campaign,Free
U014805,2025-04-09,United Kingdom,Mobile,Email Campaign,Free
U014806,2024-01-16,Australia,Desktop,Email Campaign,Free
U014807,2024-06-19,France,Mobile,Organic Search,Family
U014808,2024-05-03,Australia,Mobile,Paid Search,Free
U014809,2025-03-04,United States,Mobile,Referral,Free
U014810,2024-09-26,Germany,Tablet,Organic Search,Free
U014811,2025-07-21,Spain,Tablet,Email Campaign,Free
U014812,2025-12-29,Netherlands,Tablet,Email Campaign,Free
U014813,2025-04-26,France,Mobile,Email Campaign,Free
U014814,2024-04-13,United Kingdom,Mobile,Referral,Free
U014815,2024-05-09,Canada,Desktop,Email Campaign,Pro
U014816,2024-02-04,France,Mobile,Organic Search,Pro
U014817,2025-03-17,Australia,Mobile,Email Campaign,Free
U014818,2024-01-25,United States,Mobile,Paid Search,Family
U014819,2025-12-07,United Kingdom,Desktop,Paid Search,Free
U014820,2024-06-19,Spain,Desktop,Email Campaign,Pro
U014821,2024-03-15,United Kingdom,Desktop,Email Campaign,Free
U014822,2024-05-15,Spain,Desktop,Email Campaign,Free
U014823,2025-06-11,United States,Tablet,Organic Search,Free
U014824,2025-06-26,Germany,Tablet,Facebook Ads,Free
U014825,2025-02-01,Germany,Desktop,Email Campaign,Free
U014826,2025-03-08,France,Desktop,Email Campaign,Free
U014827,2024-12-28,Spain,Tablet,Organic Search,Free
U014828,2024-05-10,United Kingdom,Mobile,Email Campaign,Pro
U014829,2025-02-15,Germany,Tablet,Facebook Ads,Pro
U014830,2025-12-14,United Kingdom,Desktop,Facebook Ads,Free
U014831,2025-07-24,United States,Desktop,Organic Search,Free
U014832,2024-09-04,United States,Desktop,Email Campaign,Free
U014833,2025-12-30,United States,Desktop,Email Campaign,Free
U014834,2024-10-27,United Kingdom,Mobile,Paid Search,Free
U014835,2024-05-01,United States,Desktop,Paid Search,Free
U014836,2024-12-10,Canada,Desktop,Referral,Free
U014837,2024-12-10,United Kingdom,Desktop,Email Campaign,Free
U014838,2025-08-28,France,Tablet,Referral,Pro
U014839,2025-09-15,France,Desktop,Organic Search,Free
U014840,2025-09-23,United States,Mobile,Direct,Pro
U014841,2024-04-20,United Kingdom,Mobile,Facebook Ads,Free
U014842,2024-02-16,France,Tablet,Referral,Free
U014843,2024-03-16,Germany,Desktop,Paid Search,Free
U014844,2024-12-29,Germany,Mobile,Organic Search,Free
U014845,2025-04-04,Spain,Desktop,Direct,Pro
U014846,2025-02-22,Germany,Desktop,Email Campaign,Family
U014847,2025-10-07,United States,Tablet,Direct,Free
U014848,2025-04-05,Canada,Tablet,Paid Search,Free
U014849,2025-03-22,Canada,Mobile,Paid Search,Family
U014850,2024-10-23,United States,Mobile,Referral,Free
U014851,2025-05-03,United States,Desktop,Paid Search,Pro
U014852,2025-12-17,Spain,Mobile,Email Campaign,Free
U014853,2024-05-17,Australia,Desktop,Facebook Ads,Pro
U014854,2024-07-06,United States,Desktop,Email Campaign,Free
U014855,2025-08-26,Spain,Tablet,Email Campaign,Free
U014856,2025-06-05,United States,Mobile,Paid Search,Free
U014857,2024-03-26,France,Mobile,Email Campaign,Pro
U014858,2024-06-04,United Kingdom,Mobile,Facebook Ads,Free
U014859,2024-01-08,United States,Mobile,Email Campaign,Pro
U014860,2025-08-30,United Kingdom,Mobile,Facebook Ads,Pro
U014861,2025-08-30,Canada,Desktop,Organic Search,Free
U014862,2025-01-13,United States,Mobile,Facebook Ads,Free
U014863,2025-11-21,France,Tablet,Referral,Free
U014864,2025-10-26,United States,Desktop,Facebook Ads,Family
U014865,2025-04-09,United States,Desktop,Organic Search,Pro
U014866,2025-01-23,Germany,Mobile,Email Campaign,Family
U014867,2024-11-24,United States,Desktop,Email Campaign,Free
U014868,2025-03-25,Spain,Mobile,Direct,Family
U014869,2024-06-29,Australia,Desktop,Referral,Free
U014870,2025-06-04,United Kingdom,Desktop,Referral,Family
U014871,2025-08-25,United States,Mobile,Paid Search,Free
U014872,2024-10-13,United Kingdom,Desktop,Email Campaign,Family
U014873,2024-04-09,United Kingdom,Mobile,Direct,Free
U014874,2024-08-25,United States,Mobile,Referral,Free
U014875,2024-10-31,Australia,Desktop,Paid Search,Pro
U014876,2025-05-20,Germany,Mobile,Organic Search,Family
U014877,2024-12-15,United States,Desktop,Organic Search,Free
U014878,2024-02-19,Canada,Desktop,Organic Search,Free
U014879,2025-07-31,Australia,Desktop,Direct,Pro
U014880,2025-06-14,Netherlands,Mobile,Organic Search,Free
U014881,2025-06-21,United States,Mobile,Organic Search,Free
U014882,2025-08-16,United Kingdom,Tablet,Email Campaign,Free
U014883,2025-06-04,United Kingdom,Desktop,Facebook Ads,Pro
U014884,2025-03-12,Netherlands,Mobile,Email Campaign,Free
U014885,2024-10-19,Canada,Mobile,Direct,Family
U014886,2024-11-26,Australia,Tablet,Paid Search,Free
U014887,2025-01-28,Canada,Desktop,Email Campaign,Pro
U014888,2024-11-22,Netherlands,Desktop,Referral,Pro
U014889,2024-07-01,Germany,Mobile,Email Campaign,Free
U014890,2024-05-26,United States,Mobile,Organic Search,Free
U014891,2024-02-12,Canada,Mobile,Email Campaign,Free
U014892,2024-08-03,France,Desktop,Organic Search,Family
U014893,2025-03-16,United States,Desktop,Email Campaign,Pro
U014894,2025-06-15,Australia,Desktop,Organic Search,Free
U014895,2024-10-11,France,Desktop,Organic Search,Pro
U014896,2025-08-11,Spain,Desktop,Email Campaign,Free
U014897,2025-09-22,Canada,Tablet,Direct,Free
U014898,2024-11-17,United Kingdom,Mobile,Paid Search,Pro
U014899,2024-04-11,France,Desktop,Email Campaign,Pro
U014900,2024-12-21,United States,Desktop,Facebook Ads,Family
U014901,2024-10-18,United Kingdom,Tablet,Paid Search,Free
U014902,2024-06-18,Spain,Desktop,Email Campaign,Free
U014903,2024-05-01,Australia,Tablet,Email Campaign,Free
U014904,2024-10-21,Germany,Desktop,Email Campaign,Free
U014905,2024-10-07,United Kingdom,Tablet,Facebook Ads,Free
U014906,2025-05-13,France,Tablet,Facebook Ads,Family
U014907,2025-03-25,United Kingdom,Mobile,Paid Search,Free
U014908,2024-08-17,Canada,Desktop,Referral,Free
U014909,2024-06-22,France,Desktop,Paid Search,Free
U014910,2024-10-22,United States,Mobile,Email Campaign,Pro
U014911,2024-09-22,Germany,Mobile,Organic Search,Family
U014912,2025-09-12,France,Desktop,Facebook Ads,Pro
U014913,2024-04-18,France,Desktop,Referral,Pro
U014914,2024-08-25,United Kingdom,Mobile,Paid Search,Free
U014915,2025-11-13,United Kingdom,Mobile,Paid Search,Pro
U014916,2024-10-12,Spain,Mobile,Email Campaign,Family
U014917,2024-05-24,France,Mobile,Paid Search,Family
U014918,2024-04-08,Canada,Mobile,Organic Search,Pro
U014919,2024-07-30,United Kingdom,Desktop,Email Campaign,Family
U014920,2025-07-19,United States,Desktop,Paid Search,Family
U014921,2025-06-04,Spain,Mobile,Direct,Free
U014922,2024-06-21,United Kingdom,Desktop,Email Campaign,Free
U014923,2024-01-29,United Kingdom,Mobile,Paid Search,Free
U014924,2025-09-04,United States,Mobile,Facebook Ads,Free
U014925,2024-02-10,Netherlands,Mobile,Referral,Free
U014926,2025-07-06,Australia,Desktop,Email Campaign,Family
U014927,2025-07-04,United Kingdom,Desktop,Paid Search,Free
U014928,2024-07-18,Germany,Mobile,Email Campaign,Family
U014929,2024-01-07,Germany,Mobile,Organic Search,Free
U014930,2025-05-15,United States,Mobile,Email Campaign,Family
U014931,2024-01-27,United Kingdom,Desktop,Paid Search,Free
U014932,2025-01-13,United States,Desktop,Paid Search,Free
U014933,2024-07-27,United States,Mobile,Email Campaign,Family
U014934,2024-10-15,Germany,Desktop,Organic Search,Free
U014935,2025-08-07,Spain,Desktop,Email Campaign,Pro
U014936,2025-03-12,Netherlands,Mobile,Email Campaign,Free
U014937,2025-03-31,Spain,Mobile,Paid Search,Free
U014938,2025-06-17,Germany,Desktop,Email Campaign,Free
U014939,2024-05-09,United States,Desktop,Email Campaign,Free
U014940,2025-04-09,United Kingdom,Mobile,Direct,Pro
U014941,2024-10-29,Netherlands,Mobile,Organic Search,Free
U014942,2024-04-22,Australia,Desktop,Paid Search,Pro
U014943,2025-12-24,France,Mobile,Organic Search,Free
U014944,2024-05-02,Spain,Desktop,Referral,Pro
U014945,2025-03-31,Australia,Tablet,Email Campaign,Free
U014946,2025-03-18,Australia,Mobile,Email Campaign,Free
U014947,2025-05-20,United States,Desktop,Email Campaign,Free
U014948,2024-09-26,Canada,Desktop,Organic Search,Pro
U014949,2024-03-29,France,Desktop,Email Campaign,Pro
U014950,2024-05-20,United Kingdom,Mobile,Facebook Ads,Pro
U014951,2024-10-12,United States,Desktop,Referral,Free
U014952,2025-11-15,United States,Mobile,Direct,Free
U014953,2024-04-29,United States,Desktop,Organic Search,Free
U014954,2024-12-28,United States,Tablet,Paid Search,Free
U014955,2024-03-21,Germany,Desktop,Organic Search,Pro
U014956,2024-08-15,France,Desktop,Referral,Free
